rollout/ep_rew_mean,time/fps,eval/mean_reward,time/total_timesteps,train/n_updates,eval/std_reward,eval/mean_ep_length,train/learning_rate,rollout/ep_len_mean,time/iterations,train/critic_loss,train/actor_loss,training/completed
3.4370721653137424,112.42296274952591,3.4741003902869325,40800,40700,2.9463562434580646,4,0.0001,500.0,408,0.00021293023019097745,-0.015732936561107635,
3.057718472900149,98.47191769903256,13.725947572695734,41200,41100,5.27544003090194,4,0.0001,500.0,412,0.0001310024963459,-0.01042821817100048,
1.440929749280279,85.4939127201808,6.8574070865767105,41600,41500,3.724961461177437,4,0.0001,500.0,416,0.0002071172057185322,-0.01537268701940775,
2.59700844221286,12.190650158378318,0.3761133342249651,42000,41900,1.609567840299706,4,0.0001,500.0,420,0.00021592320990748703,-0.004215459804981947,
3.753087135145441,113.20246090898172,12.38228096519964,42400,42300,11.375252554688583,4,0.0001,500.0,424,0.00014181490405462682,-0.011961364187300205,
3.0102599815078226,83.51357604540706,2.3127566680503366,42800,42700,4.175548836905369,4,0.0001,500.0,428,0.0001905434182845056,-0.010044782422482967,
3.665206474928938,102.0000184822116,3.587570195623136,43200,43100,3.426161890926768,4,0.0001,500.0,432,0.0001844189246185124,-0.009176802821457386,
3.325085396206206,98.96983502919564,7.883227303985008,43600,43500,8.458933977096738,4,0.0001,500.0,436,0.00019473825523164123,-0.006156164221465588,
4.09518338768752,11.798006551441445,8.529005513982153,44000,43900,5.860969350810603,4,0.0001,500.0,440,0.00016329580103047192,-0.0128170819953084,
4.8652813791688345,133.6855525523994,4.548235047765518,44400,44300,3.379833398010741,4,0.0001,500.0,444,0.00015096456627361476,-0.011725835502147675,
2.624744620561104,101.20547396512598,3.974007045594187,44800,44700,5.180003431322997,4,0.0001,500.0,448,0.00015261047519743443,-0.004814446903765202,
2.674381905872619,125.10399224017749,2.803536272257958,45200,45100,4.258522030383537,4,0.0001,500.0,452,0.0001169765746453777,-0.010855990462005138,
3.016287033090353,126.12024335774268,3.8387862027942616,45600,45500,4.178923989519435,4,0.0001,500.0,456,0.0003429870121181011,-0.009059730917215347,
2.6071819419665756,11.34058126189404,8.850184854527292,46000,45900,9.075162683880833,4,0.0001,500.0,460,0.00015262012311723083,-0.0137752965092659,
2.198076850842799,146.1443204711959,4.5766842082552195,46400,46300,5.298356673424737,4,0.0001,500.0,464,0.0001965089759323746,-0.00979500263929367,
1.1364372350100147,98.5880413898731,6.264346090569685,46800,46700,2.7529442818405276,4,0.0001,500.0,468,0.00014416918565984815,-0.010634125210344791,
0.7866640783968967,88.5190614536081,-1.1871191179392557,47200,47100,0.3793341293151961,4,0.0001,500.0,472,0.00013681399286724627,-0.012242469936609268,
0.502870774308233,84.832745574414,5.096228848418374,47600,47500,3.6949224247321713,4,0.0001,500.0,476,0.0002268043754156679,-0.0081155551597476,
0.007313675212084869,12.365315463239275,2.5976589518138034,48000,47900,4.911216881529405,4,0.0001,500.0,480,0.00018824671860784292,-0.00953307282179594,
-0.4882434238840633,95.25380209765737,4.084277544509574,48400,48300,3.7077868438049535,4,0.0001,500.0,484,0.0001454387092962861,-0.007346601225435734,
0.692367319199721,92.65813702159923,5.349639816588393,48800,48700,3.8808675951964866,4,0.0001,500.0,488,0.00019753669039346278,-0.012081094086170197,
0.759287759846069,84.9500797488544,4.481114070140068,49200,49100,4.786331937079579,4,0.0001,500.0,492,0.0002898870734497905,-0.01242845505475998,
0.9714418616059464,98.80514277179928,1.4883411024727586,49600,49500,2.3196840822831204,4,0.0001,500.0,496,0.00013840614701621234,-0.01098710484802723,
1.0690179244071063,9.616875976764982,6.6048610228504225,50000,49900,3.7481263729845105,4,0.0001,500.0,500,0.00014285027282312512,-0.011011572554707527,
1.1665939872082662,104.9116557306152,5.6883299509856835,50400,50300,3.8681984494888835,4,0.0001,500.0,504,0.00018302172247786075,-0.008978252299129963,
1.3300949459372187,93.04489878495808,4.360668505027383,50800,50700,3.0543160098845066,4,0.0001,500.0,508,0.00013022040366195142,-0.007475352846086025,
2.9225070493986474,87.21079988173126,7.218327187440938,51200,51100,3.9477264815004425,4,0.0001,500.0,512,0.0001966418931260705,-0.011063873767852783,
2.664818460436956,90.48855965771311,5.519252294658038,51600,51500,4.507872443010732,4,0.0001,500.0,516,0.0002077179087791592,-0.007693865802139044,
3.4655219272398505,10.940443748127818,8.59224336589778,52000,51900,3.250932151248085,4,0.0001,500.0,520,0.00022332511434797198,-0.011737518012523651,
4.266225394042745,101.14350919871403,3.9119016251331935,52400,52300,2.5712037849678637,4,0.0001,500.0,524,0.00016066832176875323,-0.009968510828912258,
3.9462666869987,124.71785893333222,7.319640856898538,52800,52700,4.743831469867935,4,0.0001,500.0,528,0.00017659255536273122,-0.008606214076280594,
3.5417544528169222,124.54557818038855,5.333652726968218,53200,53100,1.8615011575419977,4,0.0001,500.0,532,0.00013809418305754662,-0.006686728447675705,
1.2841860700899566,107.09574032927128,6.283532803654518,53600,53500,3.769095475029483,4,0.0001,500.0,536,0.00021268890122883022,-0.00694226985797286,
1.50394659912204,11.506240407360519,1.968407617385215,54000,53900,2.1964662609233354,4,0.0001,500.0,540,0.0001822631893446669,-0.010454866103827953,
1.7237071281541236,135.8518628883109,4.006906863116145,54400,54300,1.6182630011393404,4,0.0001,500.0,544,0.00018347034347243607,-0.00863103661686182,
0.8212001046990963,105.07136769758073,6.425938765071091,54800,54700,2.907162441538983,4,0.0001,500.0,548,0.0001437801111023873,-0.011198568157851696,
1.8226003365875159,98.21408040560365,7.5413698145090695,55200,55100,2.6399586207108756,4,0.0001,500.0,552,0.00016364813200198114,-0.010139054618775845,
4.682666110836996,123.28740225757734,9.40782040048293,55600,55500,3.720004131661178,4,0.0001,500.0,556,0.0001559962547617033,-0.008913165889680386,
5.64880590644177,11.922326075634087,6.437613950079406,56000,55900,3.289659234484486,4,0.0001,500.0,560,0.0001691465440671891,-0.012334697879850864,
6.614945702046545,123.83902683870205,5.281315779544902,56400,56300,2.3193620987126344,4,0.0001,500.0,564,0.00022961891954764724,-0.01462351344525814,
6.663965127521685,99.34956098919788,7.190438482608587,56800,56700,4.903950514143431,4,0.0001,500.0,568,0.00011726911907317117,-0.012660532258450985,
6.605009474846552,107.76034028629185,5.157491003843351,57200,57100,3.589829237413879,4,0.0001,500.0,572,0.0001378543529426679,-0.01504906453192234,
7.2223109744423795,87.2821953064977,3.9131081277241773,57600,57500,1.8480230166290392,4,0.0001,500.0,576,0.00015108946536201984,-0.010757547803223133,
6.231785020373506,11.442488177225348,4.845225283956156,58000,57900,3.445691261931917,4,0.0001,500.0,580,0.0002046255540335551,-0.014660385437309742,
5.2412590663046315,108.978881610588,11.132262997055548,58400,58300,5.346815840518839,4,0.0001,500.0,584,0.00016007435624487698,-0.013945313170552254,
4.594606750562992,112.41814158995547,10.34086985470099,58800,58700,5.336449270803325,4,0.0001,500.0,588,0.00020905581186525524,-0.011201048269867897,
5.278681603536397,138.33492964361383,6.142143593267588,59200,59100,0.8134868792755638,4,0.0001,500.0,592,0.00020463665714487433,-0.010573359206318855,
5.660106015377491,132.31359772262974,7.584728975265109,59600,59500,6.403575083626106,4,0.0001,500.0,596,0.00014635281695518643,-0.009098336100578308,
5.121248979320098,11.393804023606554,2.114825008679348,60000,59900,2.306689394185031,4,0.0001,500.0,600,0.00019704803708009422,-0.012812214903533459,
4.5823919432627065,121.9443864583509,6.740261753738369,60400,60300,6.009071803075285,4,0.0001,500.0,604,0.00014915333304088563,-0.01336689479649067,
3.604822123603642,114.28322310915028,7.46061075055008,60800,60700,4.68649165229868,4,0.0001,500.0,608,0.00017596036195755005,-0.013424056582152843,
2.5333696839595725,108.10894963297429,9.118917349656504,61200,61100,5.860969616221552,4,0.0001,500.0,612,0.00020337107707746327,-0.006814238615334034,
3.846943758113406,128.49078082666827,4.523659759851901,61600,61500,4.191163886733492,4,0.0001,500.0,616,0.00019907442037947476,-0.0077890269458293915,
3.93534599738321,11.34380421656019,6.186096860326024,62000,61900,5.519516064620406,4,0.0001,500.0,620,0.0001684396993368864,-0.006717119365930557,
4.023748236653015,112.40907290408722,4.225500221169257,62400,62300,2.1677693022626365,4,0.0001,500.0,624,0.0001468190021114424,-0.009302630089223385,
4.7197220835216545,81.4862448987363,7.980865317185217,62800,62700,6.136394885840571,4,0.0001,500.0,628,0.0001855459704529494,-0.014782936312258244,
5.9076858843505855,109.94278356838868,15.314010954403495,63200,63100,2.6752718641659823,4,0.0001,500.0,632,0.00011663170880638063,-0.013931654393672943,
7.879743958124552,131.8297325848227,7.460230334075431,63600,63500,2.3978010368136324,4,0.0001,500.0,636,0.00019006042566616088,-0.013684251345694065,
7.478988705533598,12.084237220527251,10.365691329096224,64000,63900,5.701648386917591,4,0.0001,500.0,640,0.00024985638447105885,-0.01253595296293497,
7.0782334529426425,120.10970026010428,6.073925311498838,64400,64300,4.542858273320774,4,0.0001,500.0,644,0.00015576864825561643,-0.006616227328777313,
8.696199925693366,129.689750428712,7.528213985401294,64800,64700,2.6373305435225873,4,0.0001,500.0,648,0.0001401442859787494,-0.01365482248365879,
8.913153569017163,115.93017827464506,2.7699142708686324,65200,65100,5.302507465286228,4,0.0001,500.0,652,0.00015250354772433639,-0.01673744060099125,
8.618184161220677,157.56669144825,10.634202927020493,65600,65500,8.293602647553815,4,0.0001,500.0,656,0.00021272886078804731,-0.00876847468316555,
8.229937076292174,11.86731515117408,6.634431423953295,66000,65900,4.692025814508008,4,0.0001,500.0,660,0.00019968426204286516,-0.015124354511499405,
7.841689991363668,80.91270009684128,5.761656422221898,66400,66300,4.7492625474545,4,0.0001,500.0,664,0.00015284334949683398,-0.011555127799510956,
6.365589058945728,98.09693117317437,7.645885078765753,66800,66700,5.176460997474046,4,0.0001,500.0,668,0.00017762003699317575,-0.012501727789640427,
4.221240940332197,103.9089373789644,9.01286200755179,67200,67100,6.006085965094193,4,0.0001,500.0,672,0.00016923362272791564,-0.01045556552708149,
3.099693724179066,110.44963753604034,9.11751784616192,67600,67500,5.0069355363705865,4,0.0001,500.0,676,0.00017699500313028693,-0.012905392795801163,
3.0611426682961937,10.873107101130481,9.867784400796497,68000,67900,5.7216967334715925,4,0.0001,500.0,680,0.000130606975289993,-0.013260040432214737,
3.0225916124133216,113.59209365333253,6.465341845971443,68400,68300,4.6587193114363625,4,0.0001,500.0,684,0.00022305153834167868,-0.007893158122897148,
3.494771581466241,101.7739263616857,11.87714038728056,68800,68700,5.3150062900845665,4,0.0001,500.0,688,0.00018650444690138102,-0.01090394239872694,
3.996643204033248,136.67886607126272,5.262542881613517,69200,69100,4.9185384925375715,4,0.0001,500.0,692,0.0001697885018074885,-0.011537362821400166,
5.013176467890585,143.54311559756357,6.668353953970725,69600,69500,4.663984580293469,4,0.0001,500.0,696,0.00019525093375705183,-0.009543207474052906,
6.25585958559601,10.532332922952001,11.142630942124217,70000,69900,2.6820158354229946,4,0.0001,500.0,700,0.00021040646242909133,-0.011068773455917835,
7.498542703301436,78.19415540120444,5.862043913136704,70400,70300,3.491955215333943,4,0.0001,500.0,704,0.0002865311107598245,-0.014086519367992878,
11.229355309888422,86.7463679917934,8.436917927975403,70800,70700,6.174935846416428,4,0.0001,500.0,708,0.00020068961021024734,-0.013152101077139378,
12.25895064345256,127.83895288162374,6.029798885184453,71200,71100,2.502973313501538,4,0.0001,500.0,712,0.00013663092977367342,-0.013411745429039001,
12.557734355501426,144.52536987577716,7.753848904806095,71600,71500,3.013622105029884,4,0.0001,500.0,716,0.0001643060240894556,-0.00893302820622921,
12.987470728066985,10.89426526039186,5.498727230768966,72000,71900,1.709688279276286,4,0.0001,500.0,720,0.0001468117698095739,-0.01144071202725172,
13.417207100632542,93.53583541027008,7.90435435161456,72400,72300,7.255437263789357,4,0.0001,500.0,724,0.00024342889082618058,-0.008711211383342743,
13.753048299929688,83.57095065925408,9.309716582293916,72800,72700,4.3688312060959,4,0.0001,500.0,728,0.0002209329977631569,-0.014334225095808506,
